"name","restaurant_name","identifier","price_usd"
"YOOME D FOR 2 - 3 PEOPLE","YOO MAE JAPANESE CUISINE AND SUSHI","COLORADO SPRINGS, CO",49.99
"YOPLAIT GREEK PROTEIN YOGURT 5.3OZ","CUCINA LIBERTA","NEW YORK, NY",1.99
"YOPLAIT GREEK YOGURT","ERNEST KLEIN & COMPANY","NEW YORK, NY",1.99
"YOPLAIT LIGHT","ANTIDOTE","GRUBHUB, RESEDA, CA",1.25
"YOPLAIT ORIGINAL BLUEBERRY YOGURT (6OZ)","MARIANO's","25 WAUKEGAN ROAD, DOORDASH, GOLF, IL",0.6
"YOPLAIT ORIGINAL BLUEBERRY YOGURT (6OZ)","MARIANO's","3145 SOUTH ASHLAND AVENUE, DOORDASH, CHICAGO, IL",0.6
"YOPLAIT ORIGINAL BLUEBERRY YOGURT (6OZ)","MARIANO's","5353 NORTH ELSTON AVENUE, DOORDASH, CHICAGO, IL",0.6
"YOPLAIT ORIGINAL BLUEBERRY YOGURT (6OZ)","MARIANO's","784 SKOKIE BOULEVARD, DOORDASH, NORTHBROOK, IL",0.6
"YOPLAIT ORIGINAL HARVEST PEACH YOGURT 6OZ","7-ELEVEN","2600 NORTH MAIN ST, UBEREATS, LOS ANGELES, CA",1.49
"YOPLAIT ORIGINAL HARVEST PEACH YOGURT 6OZ","7-ELEVEN (2600 NORTH MAIN ST)","UBEREATS, LOS ANGELES, CA",1.49
"YOPLAIT ORIGINAL STRAWBERRY BANANA YOGURT 6 OZ","7-ELEVEN","2600 NORTH MAIN ST, UBEREATS, LOS ANGELES, CA",1.49
"YOPLAIT ORIGINAL STRAWBERRY BANANA YOGURT 6 OZ","7-ELEVEN (2600 NORTH MAIN ST)","UBEREATS, LOS ANGELES, CA",1.49
"YOPLAIT ORIGINAL STRAWBERRY BANANA YOGURT 6OZ","7-ELEVEN (645 N STATE)","UBEREATS, CHICAGO, IL",1.69
"YOPLAIT ORIGINAL STRAWBERRY YOGURT (6OZ)","MARIANO's","25 WAUKEGAN ROAD, DOORDASH, GOLF, IL",0.6
"YOPLAIT ORIGINAL STRAWBERRY YOGURT (6OZ)","MARIANO's","3145 SOUTH ASHLAND AVENUE, DOORDASH, CHICAGO, IL",0.6
"YOPLAIT ORIGINAL STRAWBERRY YOGURT (6OZ)","MARIANO's","5353 NORTH ELSTON AVENUE, DOORDASH, CHICAGO, IL",0.6
"YOPLAIT ORIGINAL STRAWBERRY YOGURT (6OZ)","MARIANO's","784 SKOKIE BOULEVARD, DOORDASH, NORTHBROOK, IL",0.6
"YOPLAIT ORIGINAL STRAWBERRY YOGURT 6OZ","7-ELEVEN (645 N STATE)","UBEREATS, CHICAGO, IL",1.69
"YOPLAIT STRAWBERRY BLUEBERRY PARFAIT","7-ELEVEN","1618 N ZARZAMORA ST, UBEREATS, SAN ANTONIO, TX",3.39
"YOPLAIT STRAWBERRY BLUEBERRY PARFAIT","7-ELEVEN","2600 NORTH MAIN ST, UBEREATS, LOS ANGELES, CA",3.39
"YOPLAIT STRAWBERRY BLUEBERRY PARFAIT","7-ELEVEN (1618 N ZARZAMORA ST)","UBEREATS, SAN ANTONIO,TX",3.39
"YOPLAIT STRAWBERRY YOGURT 6OZ","7-ELEVEN","2600 NORTH MAIN ST, UBEREATS, LOS ANGELES, CA",1.49
"YOPLAIT STRAWBERRY YOGURT 6OZ","7-ELEVEN (2600 NORTH MAIN ST)","UBEREATS, LOS ANGELES, CA",1.49
"YOPLAIT STRAWBERRY YOGURT 6OZ","7-ELEVEN (823 CONGRESS)","UBEREATS, AUSTIN, TX",1.69
"YOPLAIT YOGURT","ANTIDOTE","GRUBHUB, RESEDA, CA",1.69
"YOPLAIT YOGURT","JAMES STANDFIELD CATERING","GRUBHUB, SOUTH SAN FRANCISCO, CA",2.2
"YOPOLY ROLL","LITTLE TOKYO","8201 BROADWAY STREET, DOORDASH, PEARLAND, TX",5.75
"YOPUP DOG FOOD - ICE CREAM","CORNER GROCERS","UBEREATS, NEW YORK, NY",7.99
"YOR","Z SUSHI","GRUBHUB, ALHAMBRA, CA",15
"YORBA LINDA CUT ROLL","IZAKAYA TAKASEI","GRUBHUB, FULLERTON, CA",16.75
"YORDANA'S","YORDAN'S PIZZA & PASTA","GRUBHUB, LEVITTOWN, PA",7.5
"YORDANA'S CALZONE","YORDANA'S PIZZA & RESTAURANT II","GRUBHUB, FAIRLESS HILLS, PA",8.99
"YORDANA'S CHICKEN","YORDANA'S PIZZA & RESTAURANT II","GRUBHUB, FAIRLESS HILLS, PA",15.99
"YORDANA'S CHICKEN CANZONE","YORDANA'S PIZZA & RESTAURANT II","GRUBHUB, FAIRLESS HILLS, PA",8.99
"YORDANA'S CHICKEN DINNER","YORDANA'S PIZZA & RESTAURANT II","GRUBHUB, FAIRLESS HILLS, PA",15.99
"YORDANA'S CHICKEN LUNCH","YORDANA'S PIZZA & RESTAURANT II","GRUBHUB, FAIRLESS HILLS, PA",12.99
"YORDANA'S CHICKEN PANINI","YORDANA'S PIZZA & RESTAURANT II","GRUBHUB, FAIRLESS HILLS, PA",8.5
"YORDANA'S CHICKEN STROMBOLI","YORDANA'S PIZZA & RESTAURANT II","GRUBHUB, FAIRLESS HILLS, PA",8.99
"YORDANA'S FAVORITE","YORDAN'S PIZZA & PASTA","GRUBHUB, LEVITTOWN, PA",8.75
"YORDANA'S FAVORITE PIZZA","YORDANA'S PIZZA & RESTAURANT II","GRUBHUB, FAIRLESS HILLS, PA",9.99
"YORDANA'S PIZZA","YORDANA'S PIZZA & RESTAURANT II","GRUBHUB, FAIRLESS HILLS, PA",9.99
"YORDANA'S SALAD","YORDAN'S PIZZA & PASTA","GRUBHUB, LEVITTOWN, PA",6.5
"YORDANA'S STROMBOLI","YORDANA'S PIZZA & RESTAURANT II","GRUBHUB, FAIRLESS HILLS, PA",8.99
"YORDANA'S STYLE GRILLED CHICKEN","YORDAN'S PIZZA & PASTA","GRUBHUB, LEVITTOWN, PA",8.5
"YORDANA'S STYLE SANDWICH","YORDANA'S PIZZA & RESTAURANT II","GRUBHUB, FAIRLESS HILLS, PA",6.99
"YORDANA'S WRAP","YORDANA'S PIZZA & RESTAURANT II","GRUBHUB, FAIRLESS HILLS, PA",8.5
"YORE IMPERIAL","MARISCOS EL MORENO","GRUBHUB, LYNWOOD, CA",30
"YORGO BISTRO RIB EYE (14 OZ.)","ARRIS' BISTRO & LIQUID LOUNGE","GRUBHUB, JEFFERSON CITY, MO",28.99
"YORGURTLU TAVUK (CHICKEN) KEBABS","ALI BABA TURKISH CUISINE","NEW YORK, NY",21.95
"YORK","MACARTHUR MART & PHARMACY","GRUBHUB, NORFOLK, VA",1.1
"YORK","SKY CONVENIENCE & DELI","SEAMLESS, BAYSIDE, NY",2
"YORK","ZAID GOURMET","SEAMLESS, NEW YORK, NY",1.5
"YORK - DARK CHOCOLATE COVERED PEPPERMINT CANDY","HAMPTONS MARKETPLACE","SEAMLESS, NEW YORK, NY",1.69
"YORK AVENUE","THE MANSION RESTAURANT","1634 YORK AVENUE, DOORDASH, NEW YORK, NY",18.95
"YORK AVENUE BURGER","YORK AVENUE KITCHEN","SEAMLESS, NEW YORK, NY",14
"YORK AVENUE ROLL","AKI SUSHI (52ND STREET)","SEAMLESS, NEW YORK, NY",16
"YORK AVENUE SALAD","TIMMY'S BY THE RIVER","SEAMLESS, NEW YORK, NY",16.95
"YORK BOULEVARD OMELET","CAMILO'S BISTRO","LOS ANGELES, CA",14.95
"YORK BOWL BREAKFAST","YORK AVENUE KITCHEN","SEAMLESS, NEW YORK, NY",15
"YORK CLUB","YORK PIZZA, SUBS, & WINGS","GRUBHUB, BALTIMORE, MD",8.49
"YORK COUNTY CLAM","GENOVA'S PIZZA","GRUBHUB, YORK, PA",4.5
"YORK DARK CHOCOLATE COVERED PEPPERMINT","7 BROTHERS FAMOUS DELI","SEAMLESS, NEW YORK, NY",1.69
"YORK DARK CHOCOLATE PEPPERMINT","EVOLVE SMOKE SHOP #12","GRUBHUB, KINGS PARK, NY",1.99
"YORK DARK CHOCOLATE PEPPERMINT","EVOLVE SMOKE SHOP #3","GRUBHUB, SMITHTOWN, NY",1.99
"YORK DARK CHOCOLATE PEPPERMINT","EVOLVE SMOKE SHOP #6","SEAMLESS, HICKSVILLE, NY",1.99
"YORK DARK CHOCOLATE PEPPERMINT","EVOLVE SMOKE SHOP 10","GRUBHUB, MELVILLE, NY",1.99
"YORK DARK CHOCOLATE PEPPERMINT","EVOLVE SMOKESHOP #2","GRUBHUB, EAST NORTHPORT, NY",1.99
"YORK DARK CHOCOLATE PEPPERMINT PATTIES CANDY - 10.1 OZ","WALGREENS (111 S HALSTED ST)","UBEREATS, CHICAGO, IL",4.71
"YORK DARK CHOCOLATE PEPPERMINT PATTIES CANDY - 10.1 OZ","WALGREENS (1200 N DEARBORN ST)","UBEREATS, CHICAGO, IL",5.76
"YORK DARK CHOCOLATE PEPPERMINT PATTIES CANDY - 10.1 OZ","WALGREENS (1601 N WELLS ST)","UBEREATS, CHICAGO, IL",4.71
"YORK DARK CHOCOLATE PEPPERMINT PATTIES CANDY - 10.1 OZ","WALGREENS (1931 W CERMAK RD)","UBEREATS, CHICAGO, IL",4.18
"YORK DARK CHOCOLATE PEPPERMINT PATTIES CANDY - 10.1 OZ","WALGREENS (2612 SMITH ST)","UBEREATS, HOUSTON, TX",4.71
"YORK DARK CHOCOLATE PEPPERMINT PATTIES CANDY - 10.1 OZ","WALGREENS (641 N CLARK ST.)","UBEREATS, CHICAGO, IL",5.76
"YORK DARK CHOCOLATE PEPPERMINT PATTIES CANDY - 10.1 OZ","WALGREENS (757 N MICHIGAN AVE)","UBEREATS, CHICAGO, IL",5.76
"YORK DARK CHOCOLATE PEPPERMINT PATTIES CANDY - 17.3 OZ","WALGREENS (1200 N DEARBORN ST)","UBEREATS, CHICAGO, IL",8.38
"YORK DARK CHOCOLATE PEPPERMINT PATTIES CANDY - 17.3 OZ","WALGREENS (1601 N WELLS ST)","UBEREATS, CHICAGO, IL",7.33
"YORK DARK CHOCOLATE PEPPERMINT PATTIES CANDY - 17.3 OZ","WALGREENS (1931 W CERMAK RD)","UBEREATS, CHICAGO, IL",7.12
"YORK DARK CHOCOLATE PEPPERMINT PATTIES CANDY - 17.3 OZ","WALGREENS (2612 SMITH ST)","UBEREATS, HOUSTON, TX",7.33
"YORK DOG PLATTER SANDWICH","CHARLIES RESTAURANT & TAVERNA","GRUBHUB, MAUMEE, OH",7.19
"YORK DOG SANDWICH","CHARLIES RESTAURANT & TAVERNA","GRUBHUB, MAUMEE, OH",3.39
"YORK GRILLED CHICKEN BLT SANDWICH","YORK AVENUE KITCHEN","SEAMLESS, NEW YORK, NY",16
"YORK MINT CUPCAKE","ALI BABA ORGANIC MARKETPLACE","SEAMLESS, NEW YORK, NY",4.99
"YORK MINTS 1.4OZ","7-ELEVEN","2600 NORTH MAIN ST, UBEREATS, LOS ANGELES, CA",1.99
"YORK MINTS 1.4OZ","7-ELEVEN","4511 NORTH 24TH ST, UBEREATS, PHOENIX, AZ",1.79
"YORK MINTS 1.4OZ","7-ELEVEN (1463 W 3RD ST)","UBEREATS, LOS ANGELES, CA",1.79
"YORK MINTS 1.4OZ","7-ELEVEN (2101 FERN ST)","UBEREATS, SAN DIEGO, CA",1.99
"YORK MINTS 1.4OZ","7-ELEVEN (2600 NORTH MAIN ST)","UBEREATS, LOS ANGELES, CA",1.99
"YORK MINTS 1.4OZ","7-ELEVEN (645 N STATE)","UBEREATS, CHICAGO, IL",1.99
"YORK PEPPERMINT LARGE 36 CT BOX","GRANDPA JOE'S CANDY SHOP (CUYAHOGA FALLS)","GRUBHUB, CUYAHOGA FALLS, OH",40.95
"YORK PEPPERMINT LARGE 36-COUNT BOX","GRANDPA JOE'S CANDY SHOP (MIDDLETOWN)","GRUBHUB, MIDDLETOWN, OH",40.95
"YORK PEPPERMINT LARGE 36-COUNT BOX","GRANDPA JOE'S CANDY SHOP (STROUDSBURG)","GRUBHUB, STROUDSBURG, PA",40.95
"YORK PEPPERMINT LARGE 36CT BOX","GRANDPA JOE'S CANDY SHOP (TROY)","GRUBHUB, TROY, OH",40.95
"YORK PEPPERMINT LARGE INDIVIDUAL BAR","GRANDPA JOE'S CANDY SHOP (CUYAHOGA FALLS)","GRUBHUB, CUYAHOGA FALLS, OH",1.43
"YORK PEPPERMINT PATTIE","GOLD STREET MARKET","SEAMLESS, BROOKLYN, NY",2
"YORK PEPPERMINT PATTIE 1.4OZ","PAL DELI AND GROCERY","SEAMLESS, BRONX, NY",1.69
"YORK PEPPERMINT PATTIES","CHOLITAS MEXICAN RESTAURANT","WICHITA, KS",0.1
"YORK PEPPERMINT PATTIES - 1/4 LB.","2 FAT GUYS AMERICAN GRILL","HOCKESSIN, DE",3.75
"YORK PEPPERMINT PATTIES CANDY BAR","ROGAN'S CORNER","ITHACA, NY",1.29
"YORK PEPPERMINT PATTY","BUCKEYE CANDY COMPANY","GRUBHUB, COLUMBUS, OH",1.5
"YORK PEPPERMINT PATTY","GREENWOOD CONVENIENCE","GRUBHUB, SEATTLE, WA",1.99
"YORK PEPPERMINT PATTY 1.4 OZ.","GREENPOINT DELI INC","SEAMLESS, BROOKLYN, NY",1.99
"YORK RD SHAKE","TOWSON DINER","718 YORK ROAD, DOORDASH, TOWSON, MD",7.5
"YORK ROAD OMELETTE","TOWSON DINER","718 YORK ROAD, DOORDASH, TOWSON, MD",10.5
"YORK ROAD OMELETTE","TOWSON DINER","GRUBHUB, TOWSON, MD",9.75
"YORK ROLL","ASIAN YUMMY","GRUBHUB, YORK, PA",9.95
"YORK ROLL","GINMIYA","GRUBHUB, EAST YORK, PA",15.25
"YORK ROLL","MIA SUSHI","GRUBHUB, LOS ANGELES, CA",15.95
"YORK ROLL","MITSURU EXPRESS","GRUBHUB, HARRISBURG, PA",15.75
"YORK ROLL","OYAKO SUSHI","GRUBHUB, YORK, PA",10.95
"YORK ROLL","SUSHI TIME","UBEREATS, ELMHURST, IL",14.95
"YORK SMOOTHIE","SIGNATURE SMOOTHIE CAFE","EAST MEADOW, NY",6.5
"YORK SPRING ROLLS (2)","OCEAN SAN SUSHI","GRUBHUB, YORK, PA",7
"YORK SPRING ROLLS (2) - A","OCEAN SAN SUSHI","GRUBHUB, YORK, PA",9
"YORK SPRING ROLLS (2) - B","OCEAN SAN SUSHI","GRUBHUB, YORK, PA",13
"YORK SPRING ROLLS (2) - E","OCEAN SAN SUSHI","GRUBHUB, YORK, PA",24
"YORK SPRING ROLLS (2)- C","OCEAN SAN SUSHI","GRUBHUB, YORK, PA",18
"YORK SPRING ROLLS (2)- D","OCEAN SAN SUSHI","GRUBHUB, YORK, PA",21
"YORK STREET BENNY","MOKKA AND THE SUNSET BAR & GRILL","NEWPORT, KY",7
"YORK STYLE CALZONE","MELO'S PIZZA & PASTA LIVERMORE","GRUBHUB, LIVERMORE, CA",16
"YORK TOWN ROLL","HIRAME ASIAN CUISINE & SUSHI","SEAMLESS, YORKTOWN HEIGHTS, NY",12.95
"YORK WRAP","YORK PIZZA, SUBS, & WINGS","GRUBHUB, BALTIMORE, MD",6.99
"YORK'S 12 MEDIUM CHEESE PIZZA","YORK PIZZA, SUBS, & WINGS","GRUBHUB, BALTIMORE, MD",7.99
"YORK'S 14 LARGE  CHEESE PIZZA","YORK PIZZA, SUBS, & WINGS","GRUBHUB, BALTIMORE, MD",8.99
"YORK'S 16 EXTRA LARGE CHEESE PIZZA","YORK PIZZA, SUBS, & WINGS","GRUBHUB, BALTIMORE, MD",9.99
"YORK'S CLUB COMBO","RUBIN'S DELI & RESTAURANT","GRUBHUB, ELYRIA, OH",10
"YORK'S CLUB COMBO","RUBIN'S RESTAURANT ARABICA","GRUBHUB, ELYRIA, OH",10
"YORKER PANINI","FOUNTAIN DINER","31 SOUTH CENTRAL AVENUE, DOORDASH, HARTSDALE, NY",12
"YORKIE","GUY & GALLARD I","SEAMLESS, NEW YORK, NY",3.25
"YORKIE","MRS. MURPHY & SONS IRISH BISTRO","GRUBHUB, CHICAGO, IL",2
"YORKSHIRE BEEF","AMBASSADOR","STONE MOUNTAIN, GA",6.69
"YORKSHIRE CREAMED SPINACH","QUALITY MEATS","NEW YORK, NY",12
"YORKSHIRE DINNER","THE OLD TOAD AUTHENTIC BRITISH PUB","ROCHESTER, NY",14
"YORKSHIRE GOLD TEA 80 BAG","THE BRITISH DEPOT","GRUBHUB, MAGNOLIA, TX",10.99
"YORKSHIRE GOLD TEA ~ 250 G.","BALTIMORE COFFEE AND TEA COMPANY","GRUBHUB, ANNAPOLIS JUNCTION, MD",14.95
"YORKSHIRE HARROGATE BLACK TEA","CHURCHILL'S FINE TEAS","GRUBHUB, CINCINNATI, OH",3.25
"YORKSHIRE PUDDING","GULLIVER'S","GRUBHUB, IRVINE, CA",4.95
"YORKSHIRE TEA 80 BAG","THE BRITISH DEPOT","GRUBHUB, MAGNOLIA, TX",8.49
"YORKSHIRE TEA ~ 80 COUNT TEA BAGS","BALTIMORE COFFEE AND TEA COMPANY","GRUBHUB, ANNAPOLIS JUNCTION, MD",14.95
"YORKSHIRE TIDBITS","GULLIVER'S","GRUBHUB, IRVINE, CA",15.25
"YORKTOWN","CARROT TREE KITCHENS","GRUBHUB, WILLIAMSBURG, VA",8.99
"YORKTOWN BROKEN-YOLK FRIED EGG SANDWICH","80 WEST - RENAISSANCE WESTCHESTER HOTEL","WHITE PLAINS, NY",9.25
"YORKTOWN ROLL","WONDERFUL RESTAURANT","GRUBHUB, YORKTOWN, VA",11.95
"YORKTOWN ROLL (8 PCS)","SUE & HAI CHINESE RESTAURANT","SEAMLESS, YORKTOWN HEIGHTS, NY",10.95
"YORKTOWN ROLL (SOYBEAN PAPER)","OKINAWA JAPANESE RESTAURANT","48 TRIANGLE CENTER, DOORDASH, YORKTOWN HEIGHTS, NY",13
"YORKTOWN WRAP","SOPHIA'S PIZZERIA","YORKTOWN HEIGHTS, NY",7
"YORKVILLE","THE BROWN BAG","NEW YORK, NY",5.95
"YORKVILLE BURGER","GRACIE CAFE","NEW YORK, NY",8.95
"YORKVILLE ROLL","GO SUSHI","UBEREATS, NEW YORK, NY",15.95
"YORKVILLE ROLL","SHOGA SUSHI OYSTER BAR","SEAMLESS, NEW YORK, NY",15.95
"YORKVILLINI","CARINO ON 2ND","NEW YORK, NY",22
"YORO ROLL","RAKU IT'S JAPANESE (E 52ST)","SEAMLESS, NEW YORK, NY",16
"YOROA","TAINOS CAFE & LOUNGE","CORAM, NY",12
"YOROLLO ROLL","ROBONGI WEEHAWKEN",", DOORDASH, WEEHAWKEN, NJ",13.5
"YOROSHIKU SALAD","YOROSHIKU 4649 JAPANESE RESTAURANT","SEATTLE, WA",8
"YOSA NABE","FUJI SUSHI JAPANESE","GRUBHUB, WINTER PARK, FL",15.95
"YOSAI GYOZA","ISLAND SUSHI & RAMEN","GRUBHUB, BOISE, ID",3.95
"YOSAI TOFU UDON","RAKU JAPANESE RESTAURANT","GRUBHUB, MINNEAPOLIS, MN",14
"YOSE NABE","AKEBONO FUSION SUSHI","GRUBHUB, HUNTINGTON, NY",16
"YOSE NABE","ARIGATO JAPANESE RESTAURANT","GRUBHUB, ANCHORAGE, AK",16.95
"YOSE NABE","BONJUNG JAPANESE RESTAURANT","GRUBHUB, COLLEGEVILLE, PA",25.5
"YOSE NABE","HANA JAPANESE BISTRO","GRUBHUB, LOUISVILLE, CO",21
"YOSE NABE","HOSHI SUSHI & HIBACHI","PATCHOGUE, NY",19.8
"YOSE NABE","ICCHO","GRUBHUB, TORRANCE, CA",9.5
"YOSE NABE","IZUMI JAPANESE RESTAURANT","1890 U.S. 6, DOORDASH, CARMEL HAMLET, NY",15.95
"YOSE NABE","IZUMI SUSHI AND HIBACHI STEAK HOUSE","GRUBHUB, WAPPINGERS FALLS, NY",15.95
"YOSE NABE","IZUMO JAPANESE RESTAURANT","GRUBHUB, CORAL SPRINGS, FL",15.95
"YOSE NABE","KIKUSUSHI JAPANESE RESTAURANT","GRUBHUB, CUPERTINO, CA",16.65
"YOSE NABE","KOBU ASIAN BISTRO","GRUBHUB, MAHOPAC, NY",15.95
"YOSE NABE","KOODO SUSHI","NEW YORK, NY",16.95
"YOSE NABE","KUGO JAPANESE RESTAURANT","GRUBHUB, LEBANON, PA",15.95
"YOSE NABE","KUMO SUSHI HIBACHI & LOUNGE","GRUBHUB, BAY SHORE, NY",16
"YOSE NABE","KUSHIYU","GRUBHUB, TARZANA, CA",26.5
"YOSE NABE","KYOTO JAPANESE SUSHI RESTAURANT","1408 BUTTERFIELD ROAD, DOORDASH, DOWNERS GROVE, IL",14
"YOSE NABE","MACKU SIGNATURE","CHICAGO, IL",18
"YOSE NABE","MIKADO SUSHI","6417 RALEIGH STREET, DOORDASH, ORLANDO, FL",17.95
"YOSE NABE","MITSUBA HIBACHI SUSHI","GRUBHUB, ITHACA, NY",16
"YOSE NABE","NEKO SUSHI","NEW PALTZ, NY",14.95
"YOSE NABE","OSAKA JAPANESE RESTAURANT AT BELLAIRE","UBEREATS, HOUSTON, TX",29.95
"YOSE NABE","OSAKA JAPANESE RESTAURANT AT WESTHEIMER","UBEREATS, HOUSTON, TX",29.95
"YOSE NABE","SAKURA HIBACHI","WHEELERSBURG, OH",16
"YOSE NABE","SUMO HIBACHI STEAKHOUSE AND SUSHI BAR","1933 NEW JERSEY 35, DOORDASH, WALL TOWNSHIP, NJ",16.95
"YOSE NABE","SUSHI KUSHI TOO","GRUBHUB, HIGHLAND PARK, IL",14.95
"YOSE NABE","TAKA JAPANESE RESTAURANT","787 HAMBURG TURNPIKE, DOORDASH, WAYNE, NJ",15.95
"YOSE NABE","TGI ONI SUSHI","GRUBHUB, OAKLAND, CA",23
"YOSE NABE","TGI'S SUSHI","GRUBHUB, CAMPBELL, CA",21.95
"YOSE NABE","TGI's SUSHI JAPANESE RESTAURANT","100 WEST HAMILTON AVENUE, DOORDASH, CAMPBELL, CA",21.95
"YOSE NABE","TOKYO SUSHI & GRILL RESTAURANT","GRUBHUB, SHAKOPEE, MN",16.95
"YOSE NABE","WAKABA","GRUBHUB, BUFFALO GROVE, IL",14.5
"YOSE NABE","WESTON SUSHI & GRILL","4482 WESTON ROAD, DOORDASH, DAVIE, FL",15.95
"YOSE NABE","WOKANO JAPANESE STEAKHOUSE","GRUBHUB, ONTARIO, OH",16.95
"YOSE NABE","YURAKU JAPANESE RESTAURANT","FLUSHING, NY",25.5
"YOSE NABE FOR 2","INYO RESTAURANT","GRUBHUB, FERNDALE, MI",22
"YOSE NABE NOODLE SOUP","KIBO JAPANESE CUISINE","SEAMLESS, VALLEY STREAM, NY",16.95
"YOSE NABE NOODLES","GENJI JAPANESE CUISINE","JERICHO, NY",20
"YOSE NABE NOODLES","WAKAMATSU","MASPETH, NY",15.95
"YOSE NABE NOODLES","WATAWA JAPANESE","SEAMLESS, BETHPAGE, NY",17
"YOSE NABE SOBA","EMPIRE CHINESE & JAPANESE CUISINE","MASSAPEQUA, NY",17.95
"YOSE NABE SOBA NOODLE SOUP","AKIMOTO SUSHI","SEAMLESS, NEW YORK, NY",15.5
"YOSE NABE SOUP","BAYRIDGE SUSHI","SEAMLESS, BROOKLYN, NY",12.95
"YOSE NABE SOUP","HIBACHI SUSHI YA","SEAMLESS, GARDEN CITY PARK, NY",18
"YOSE NABE SOUP","MASU JAPANESE BISTRO","GRUBHUB, SARATOGA, CA",22.99
"YOSE NABE SOUP","THREE SAMURAI RESTAURANT","GRUBHUB, CORALVILLE, IA",15
"YOSE NABE SOUP NOODLE","NEW TOKYO","CHICAGO, IL",17
"YOSE NABE UDON","KORYO SUSHI","4390 TELEGRAPH AVENUE, DOORDASH, OAKLAND, CA",20.85
"YOSE NABE UDON","MIYOZEN","GRUBHUB, EMERYVILLE, CA",20.85
"YOSE NABE UDON","SUSHI 560 INC.","BETHPAGE, NY",17
"YOSE NABE UDON NOODLE SOUP","AKIMOTO SUSHI","SEAMLESS, NEW YORK, NY",15.5
"YOSE NAKE","SAKANA JAPANESE SUSHI BAR & GRILL","GRUBHUB, GARDEN CITY, ID",13.99
"YOSE NAKE","SAKANA SUSHI BAR AND GRILL","GRUBHUB, BOISE, ID",13.99
"YOSE UDON","YUME FUSION","GRUBHUB, MIDDLEBURG, FL",17.5
"YOSE-NABE","KARUTA JAPANESE RESTAURANT","WYKAGYL, NY",19.95
"YOSE-NABE","KIKI'S JAPANESE CASUAL DINING","GRUBHUB, DENVER, CO",27
"YOSE-NABE","SHOGUN 3 JAPANESE STEAK HOUSE","GRUBHUB, HAVERTOWN, PA",20
"YOSE-NABE","SUSHI ELITE","GRUBHUB, SACRAMENTO, CA",12.95
"YOSE-NABE","SUSHI YUZU","GRUBHUB, TOLUCA LAKE, CA",12
"YOSEANBE","KING FOOD","NEW YORK, NY",15.5
"YOSEDOFU","IZAKAYA RINTARO","SAN FRANCISCO, CA",10
"YOSEDOFU FRESH TOFU","MORIMOTO","PHILADELPHIA, PA",16
"YOSEMITE","NIJO CASTLE","GRUBHUB, NEWARK, CA",20.95
"YOSEMITE BREAKFAST","EL RANCHO STEAK HOUSE","GRUBHUB, SAN JOSE, CA",13.99
"YOSEMITE JUICE","FRESNO DELI 2","SEAMLESS, NEW YORK, NY",5.95
"YOSEMITE OMELET","EL RANCHO STEAK HOUSE INC","GRUBHUB, CASTRO VALLEY, CA",14.79
"YOSEMITE PIZZA (PEPPERONI PIZZA)","CAULI CRUST PIZZA CO.","ENCINO, CA",23.9
"YOSEMITE RANGERS CONTEST WINNING CHOCOLATE CAKE","YOSEMITE RANCH STEAK, SEAFOOD & ROAST HOUSE","GRUBHUB, FRESNO, CA",8.5
"YOSEMITE ROLL","ARIGATO SUSHI BOUTIQUE","GRUBHUB, AUBURN, AL",7.98
"YOSEMITE ROLL","NAGANO","SAN FRANCISCO, CA",16.95
"YOSEMITE ROLL (SPICY MAYO, EEL SAUCE)","KOBE TEPPANYAKI & SUSHI","GRUBHUB, LINCOLN, CA",11.95
"YOSEMITE SAM SUB","CRAVE SUBS","BERKELEY, CA",9.99
"YOSEMITE SAMICH BURGER","CANYON GRILL","ATLANTA, GA",9.85
"YOSEMITE SIGNATURE MAKI","ZOKU SUSHI","UBEREATS, CHICAGO, IL",17
"YOSEMITE'S BOAT","SUSHI 'N' POP","GRUBHUB, FRESNO, CA",69.95
"YOSEN NABE","DAIKO JAPANESE RESTAURANT & JERRY-SAN'S SUSHI BAR","GRUBHUB, WEST HAVEN, CT",21.95
"YOSEN NABE","KO SUSHI (2ND AVE)","SEAMLESS, NEW YORK, NY",19.15
"YOSEN NABE","MOTTSU","SEAMLESS, NEW YORK, NY",16
"YOSEN NABE","OSAKI JAPANESE CUISINE","GRUBHUB, FEASTERVILLE-TREVOSE, PA",19.95
"YOSEN NABE","PACIFIC EAST JAPANESE (COVENTRY RD)","GRUBHUB, CLEVELAND HEIGHTS, OH",22.95
"YOSEN NABE","YOKOHAMA JAPANESE CUISINE","BRONX, NY",18.75
"YOSEN NABE SOUP","WATAMI","GREAT NECK, NY",16.95
"YOSEN NABE UDON","KYOTO SUSHI & JAPANESE STEAKHOUSE","UBEREATS, PA",13.5
"YOSEN NABE UDON","YAMATO JAPANESE SUSHI & HIBACHI","GRUBHUB, PHILADELPHIA, PA",11.5
"YOSEN NABE WITH NOODLES","ISOHAMA","SEAMLESS, NEW YORK, NY",22
"YOSENABE","A1 OCHA SUSHI","NEW YORK, NY",14.95
"YOSENABE","AKASAKA SUSHI RESTAURANT","GRUBHUB, LA PUENTE, CA",20
"YOSENABE","AKEBONO NUMBER 2","GRUBHUB, SACRAMENTO, CA",16.45
"YOSENABE","AKI JAPANESE CUISINE","GRUBHUB, EAST NORTHPORT, NY",17
